SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
21802,ANSC,CMGT-587,1,4,4,Audience Analysis,C,,Y,18:30,21:20,M,0,,"Roy, Austin",ANN405,0,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21806,ANSC,CMGT-587,1,4,4,Audience Analysis,C,,N,18:30,21:20,H,0,,"Dracolakis, Lisa, K.",ASC331,0,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21807,ANSC,CMGT-587,169,4,4,Audience Analysis,C,,Y,TBA,TBA,,0,A,,ONLINE,0,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21805,ANSC,CMGT-587,60,4,4,Audience Analysis,C,,N,14:00,16:50,W,0,,,ONLINE,0,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21808,ANSC,CMGT-589,1,4,4,"Storytelling, Culture and Experiential Communication",C,,Y,18:00,20:50,H,0,,"Framroze, Mayanna",ANNL101,0,"How to communicate through storytelling in contemporary culture. Strategic story development for brands, for self-branding, and for social impact. Story creation utilizes narrative theories and workshop-style participatory activities."
21814,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school. Graded
,,,,,,,,,,,,,,,,,,CR/NC.
21810,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school. Graded
,,,,,,,,,,,,,,,,,,CR/NC.
21812,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school. Graded
,,,,,,,,,,,,,,,,,,CR/NC.
21811,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school. Graded
,,,,,,,,,,,,,,,,,,CR/NC.
21815,ANSC,CMGT-590,1,2,2,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school. Graded
,,,,,,,,,,,,,,,,,,CR/NC.
21813,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school. Graded
,,,,,,,,,,,,,,,,,,CR/NC.
21823,ANSC,CMGT-591,1,1,1,Communication Internship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21827,ANSC,CMGT-591,166,1,1,Communication Internship,C,,Y,TBA,TBA,,0,,"Banks, Robert, D.",OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21821,ANSC,CMGT-591,1,1,1,Communication Internship,C,,Y,TBA,TBA,,0,,"Baroffio, Daniela",OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21825,ANSC,CMGT-591,1,2,2,Communication Internship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21826,ANSC,CMGT-591,166,1,1,Communication Internship,C,,Y,TBA,TBA,,0,,"Baroffio, Daniela",OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21822,ANSC,CMGT-591,1,1,1,Communication Internship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21824,ANSC,CMGT-591,1,1,1,Communication Internship,C,,Y,TBA,TBA,,0,,,OFFICE,0,Field experience in applying communication principles to settings
,,,,,,,,,,,,,,,,,,"in organizations, campaigns, or other contexts; analysis and"
,,,,,,,,,,,,,,,,,,assessment of issues and problems. Graded CR/NC.
21834,ANSC,CMGT-597A,1,2,2,Communication Research Practicum,C,,Y,TBA,TBA,,0,,"Shipley, Brad, Allen",OFFICE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21835,ANSC,CMGT-597A,1,2,2,Communication Research Practicum,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21833,ANSC,CMGT-597A,1,2,2,Communication Research Practicum,C,,Y,TBA,TBA,,0,,"Lee, Ben",OFFICE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21837,ANSC,CMGT-597A,169,2,2,Communication Research Practicum,C,,Y,TBA,TBA,,0,A,,ONLINE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21838,ANSC,CMGT-597B,1,2,2,Communication Research Practicum,C,,Y,14:00,15:40,W,0,,"Lee, Ben",ANN408,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21836,ANSC,CMGT-597B,1,2,2,Communication Research Practicum,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21839,ANSC,CMGT-597B,1,2,2,Communication Research Practicum,C,,Y,18:00,19:40,W,0,,"Lee, Ben",ASC236,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21842,ANSC,CMGT-597B,169,2,2,Communication Research Practicum,C,,Y,TBA,TBA,,0,A,,ONLINE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21840,ANSC,CMGT-597B,1,2,2,Communication Research Practicum,C,,Y,14:00,15:40,W,0,,"Shipley, Brad, Allen",OFFICE,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
21841,ANSC,CMGT-597B,1,2,2,Communication Research Practicum,C,,Y,18:00,19:40,W,0,,"Shipley, Brad, Allen",ASCG34,0,"Communication management research project design and execution - thesis formulation, literature review, methods choice and instrument design. Analysis and reporting with appropriate quantitative or qualitative techniques."
20327,ANSC,COMM-200,1,4,4,Communication and Social Science,C,A,Y,14:00,15:20,TH,0,,"Pierson, Jillian, K",ASC204,0,Social scientific inquiry into human communication; core theories
,,,,,,,,,,,,,,,,,,"of message production and reception in interpersonal, group and"
,,,,,,,,,,,,,,,,,,organizational contexts.
20329,ANSC,COMM-200,1,0,0,Communication and Social Science,D,A,Y,10:00,10:50,W,0,,,ANN209,0,Social scientific inquiry into human communication; core theories
,,,,,,,,,,,,,,,,,,"of message production and reception in interpersonal, group and"
,,,,,,,,,,,,,,,,,,organizational contexts.
20328,ANSC,COMM-200,1,0,0,Communication and Social Science,D,A,Y,9:00,9:50,W,0,,,ANN209,0,Social scientific inquiry into human communication; core theories
,,,,,,,,,,,,,,,,,,"of message production and reception in interpersonal, group and"
,,,,,,,,,,,,,,,,,,organizational contexts.
20330,ANSC,COMM-200,1,0,0,Communication and Social Science,D,A,Y,9:00,9:50,H,0,,,ANN405,0,Social scientific inquiry into human communication; core theories
,,,,,,,,,,,,,,,,,,"of message production and reception in interpersonal, group and"
,,,,,,,,,,,,,,,,,,organizational contexts.
20331,ANSC,COMM-200,1,0,0,Communication and Social Science,D,A,Y,10:00,10:50,H,0,,,ANN405,0,Social scientific inquiry into human communication; core theories
,,,,,,,,,,,,,,,,,,"of message production and reception in interpersonal, group and"
,,,,,,,,,,,,,,,,,,organizational contexts.
20383,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,9:30,10:50,TH,0,,,ANN309,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20382,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,11:00,12:20,TH,0,,"Dhillon, Kiran",ANNL115,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20380,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,12:00,13:50,MW,0,,"Jia, Qiaozhen",ANNL115,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20381,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,12:30,13:50,TH,0,,"Navarro, Adam",ANNL116,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20377,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,10:00,11:50,MW,0,,,ANNL116,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20375,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,12:30,13:50,TH,0,,"Dhillon, Kiran",ANNL115,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20379,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,14:00,15:20,MW,0,,,ANNL115,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20378,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,11:00,12:20,TH,0,,"Navarro, Adam",ANNL116,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20376,ANSC,COMM-204,1,4,4,Public Speaking,C,,Y,10:00,11:50,MW,0,,"Bay, Morten",ANNL115,0,Principles and practices of effective oral communication; analysis
,,,,,,,,,,,,,,,,,,of the speaking-listening process; selection and organization of
,,,,,,,,,,,,,,,,,,speech materials; use of new presentation technologies.
,,,,,,,,,,,,,,,,,,
20385,ANSC,COMM-205,1,2,2,Communication Practicum,C,,Y,TBA,TBA,,0,,"Kelly, Kathryn",OFFICE,0,Students address communication issues in a field setting. They will evaluate communication practices using appropriate methodology. Projects are jointly evaluated by internship supervisor and professor. Sophomore standing. Graded: CR/NC. Not for major credit for Communication majors.
20388,ANSC,COMM-206,1,4,4,Communication and Culture,C,B,Y,14:00,15:20,MW,0,,"Visperas, Cristina, Mejia",ASC204,0,"Examines cultural institutions, ideologies, artifacts, and productions; role of culture in everyday life; cultural studies as methodology; culture and power."
