"document","courseID","semester","year","keyword","goal","color","freq"
"144","ANTH-312","SP25","AY25","food",2,"#DDA63A",3
"124","ANTH-313","SP25","AY25","cultural",10,"#DD1367",1
"128","ANTH-314","SP25","AY25","civilization",11,"#FD9D24",1
"102","ANTH-315","SP25","AY25","environmental issues",6,"#26BDE2",1
"102","ANTH-315","SP25","AY25","indigenous",2,"#DDA63A",1
"102","ANTH-315","SP25","AY25","environmental issues",13,"#3F7E44",1
"102","ANTH-315","SP25","AY25","sovereignty",16,"#00689D",1
"102","ANTH-315","SP25","AY25","cultural",10,"#DD1367",1
"102","ANTH-315","SP25","AY25","environmental issues",12,"#BF8B2E",1
"102","ANTH-315","SP25","AY25","sovereignty",17,"#19486A",1
"102","ANTH-315","SP25","AY25","environmental issues",7,"#FCC30B",1
"102","ANTH-315","SP25","AY25","revitalization",11,"#FD9D24",1
"102","ANTH-315","SP25","AY25","indigenous",10,"#DD1367",1
"102","ANTH-315","SP25","AY25","environmental issues",15,"#56C02B",1
"102","ANTH-315","SP25","AY25","indigenous peoples",15,"#56C02B",1
"102","ANTH-315","SP25","AY25","environmental issues",11,"#FD9D24",1
"104","ANTH-321","SP25","AY25","landscapes",15,"#56C02B",1
"103","ANTH-325","SP25","AY25",NA,NA,NA,NA
"137","ANTH-326","SP25","AY25","cultural",10,"#DD1367",1
"142","ANTH-327","SP25","AY25","cultural",10,"#DD1367",1
"109","ANTH-331","SP25","AY25","disability",10,"#DD1367",2
"109","ANTH-331","SP25","AY25","queer",5,"#FF3A21",1
"109","ANTH-331","SP25","AY25","queer",10,"#DD1367",1
"109","ANTH-331","SP25","AY25","race",10,"#DD1367",1
"109","ANTH-331","SP25","AY25","ethics",10,"#DD1367",1
"105","ANTH-332","SP25","AY25","biomedical",9,"#FD6925",1
"105","ANTH-332","SP25","AY25","disability",10,"#DD1367",1
"105","ANTH-332","SP25","AY25","medicine",3,"#4C9F38",1
"105","ANTH-332","SP25","AY25","illness",3,"#4C9F38",1
"105","ANTH-332","SP25","AY25","biomedical",3,"#4C9F38",1
"106","ANTH-333","SP25","AY25",NA,NA,NA,NA
"126","ANTH-338","SP25","AY25","food",2,"#DDA63A",3
"141","ANTH-343","SP25","AY25","heritage",11,"#FD9D24",2
"125","ANTH-344","SP25","AY25",NA,NA,NA,NA
"107","ANTH-357","SP25","AY25","cultural",10,"#DD1367",1
"107","ANTH-357","SP25","AY25","human rights",16,"#00689D",1
"107","ANTH-357","SP25","AY25","genocide",16,"#00689D",2
"107","ANTH-357","SP25","AY25","human rights",10,"#DD1367",1
"107","ANTH-357","SP25","AY25","genocide",10,"#DD1367",2
"134","ANTH-365","SP25","AY25",NA,NA,NA,NA
"135","ANTH-370","SP25","AY25",NA,NA,NA,NA
"111","ANTH-371","SP25","AY25","urban",11,"#FD9D24",1
"111","ANTH-371","SP25","AY25","cultural",10,"#DD1367",1
"108","ANTH-373","SP25","AY25","medicine",3,"#4C9F38",1
"110","ANTH-393","SP25","AY25",NA,NA,NA,NA
"118","ANTH-414","SP25","AY25","political",16,"#00689D",1
"118","ANTH-414","SP25","AY25","refugees",10,"#DD1367",1
"118","ANTH-414","SP25","AY25","legal",16,"#00689D",1
"118","ANTH-414","SP25","AY25","refugee",1,"#E5243B",2
"118","ANTH-414","SP25","AY25","law",16,"#00689D",1
"118","ANTH-414","SP25","AY25","migration",10,"#DD1367",1
"118","ANTH-414","SP25","AY25","race",10,"#DD1367",1
"118","ANTH-414","SP25","AY25","regime",16,"#00689D",1
"118","ANTH-414","SP25","AY25","refugee",10,"#DD1367",2
"136","ANTH-445","SP25","AY25","race",10,"#DD1367",1
"136","ANTH-445","SP25","AY25","african american",10,"#DD1367",2
"112","ANTH-470","SP25","AY25",NA,NA,NA,NA
"114","ANTH-472","SP25","AY25",NA,NA,NA,NA
"115","ANTH-475","SP25","AY25",NA,NA,NA,NA
"113","ANTH-476","SP25","AY25",NA,NA,NA,NA
"145","ANTH-501","SP25","AY25",NA,NA,NA,NA
"116","ANTH-502","SP25","AY25",NA,NA,NA,NA
"146","ANTH-550","SP25","AY25","political",16,"#00689D",1
"123","ANTH-562","SP25","AY25",NA,NA,NA,NA
"119","ANTH-563","SP25","AY25",NA,NA,NA,NA
"138","ANTH-575","SP25","AY25","natural history",15,"#56C02B",1
"117","ANTH-577","SP25","AY25",NA,NA,NA,NA
"129","ANTH-595","SP25","AY25",NA,NA,NA,NA
"139","ANTH-603","SP25","AY25",NA,NA,NA,NA
"121","ANTH-604","SP25","AY25","sexuality",10,"#DD1367",1
"121","ANTH-604","SP25","AY25","race",10,"#DD1367",1
"121","ANTH-604","SP25","AY25","sexuality",5,"#FF3A21",1
"121","ANTH-604","SP25","AY25","cultural",10,"#DD1367",1
"122","ANTH-605","SP25","AY25","politics",16,"#00689D",1
"122","ANTH-605","SP25","AY25","race",10,"#DD1367",2
"122","ANTH-605","SP25","AY25","cultural",10,"#DD1367",1
"122","ANTH-605","SP25","AY25","sexuality",5,"#FF3A21",1
"122","ANTH-605","SP25","AY25","sexuality",10,"#DD1367",1
"120","ANTH-608","SP25","AY25","feminist",5,"#FF3A21",2
"120","ANTH-608","SP25","AY25","transnational",17,"#19486A",1
"2843","ARAB-122","SP25","AY25","cultural",10,"#DD1367",1
"2845","ARAB-152","SP25","AY25",NA,NA,NA,NA
"2846","ARAB-222","SP25","AY25",NA,NA,NA,NA
"2849","ARAB-252","SP25","AY25",NA,NA,NA,NA
"2853","ARAB-333","SP25","AY25",NA,NA,NA,NA
"2855","ARAB-352","SP25","AY25",NA,NA,NA,NA
"147","ARCH-102B","SP25","AY25","architectural",11,"#FD9D24",2
"148","ARCH-105B","SP25","AY25","built environment",11,"#FD9D24",1
"149","ARCH-106","SP25","AY25","architecture",11,"#FD9D24",3
"150","ARCH-108","SP25","AY25","innovation",9,"#FD6925",1
"150","ARCH-108","SP25","AY25","prototyping",9,"#FD6925",1
"150","ARCH-108","SP25","AY25","investors",8,"#A21942",1
"150","ARCH-108","SP25","AY25","entrepreneurial",8,"#A21942",1
"152","ARCH-202B","SP25","AY25","urban",11,"#FD9D24",1
"152","ARCH-202B","SP25","AY25","architectural",11,"#FD9D24",1
"153","ARCH-205B","SP25","AY25","building science",11,"#FD9D24",1
"153","ARCH-205B","SP25","AY25","building design",11,"#FD9D24",1
"159","ARCH-207","SP25","AY25","architecture",11,"#FD9D24",2
"158","ARCH-211","SP25","AY25","building construction",11,"#FD9D24",1
"168","ARCH-213B","SP25","AY25","architectural",11,"#FD9D24",1
"168","ARCH-213B","SP25","AY25","seismic",11,"#FD9D24",2
"168","ARCH-213B","SP25","AY25","building structures",11,"#FD9D24",1
"172","ARCH-214A","SP25","AY25","architecture",11,"#FD9D24",1
"172","ARCH-214A","SP25","AY25","architectural",11,"#FD9D24",1
"172","ARCH-214A","SP25","AY25","cultural",10,"#DD1367",1
"172","ARCH-214A","SP25","AY25","political",16,"#00689D",1
"171","ARCH-218","SP25","AY25","sustainability",13,"#3F7E44",1
"171","ARCH-218","SP25","AY25","urban",11,"#FD9D24",1
"171","ARCH-218","SP25","AY25","sustainability",4,"#C5192D",1
"171","ARCH-218","SP25","AY25","sustainability",16,"#00689D",1
"171","ARCH-218","SP25","AY25","sustainability",12,"#BF8B2E",1
"171","ARCH-218","SP25","AY25","sustainability",10,"#DD1367",1
"171","ARCH-218","SP25","AY25","sustainability",1,"#E5243B",1
"171","ARCH-218","SP25","AY25","sustainability",7,"#FCC30B",1
"171","ARCH-218","SP25","AY25","sustainability",17,"#19486A",1
"171","ARCH-218","SP25","AY25","sustainability",5,"#FF3A21",1
"171","ARCH-218","SP25","AY25","sustainability",11,"#FD9D24",1
"171","ARCH-218","SP25","AY25","climate change",13,"#3F7E44",1
"171","ARCH-218","SP25","AY25","sustainability",15,"#56C02B",1
"171","ARCH-218","SP25","AY25","sustainability",8,"#A21942",1
"171","ARCH-218","SP25","AY25","sustainability",2,"#DDA63A",1
"171","ARCH-218","SP25","AY25","sea level rise",13,"#3F7E44",1
"171","ARCH-218","SP25","AY25","sustainability",3,"#4C9F38",1
"171","ARCH-218","SP25","AY25","sustainability",6,"#26BDE2",1
"171","ARCH-218","SP25","AY25","sustainability",9,"#FD6925",1
"171","ARCH-218","SP25","AY25","sea",14,"#0A97D9",1
"171","ARCH-218","SP25","AY25","wildfires",11,"#FD9D24",1
"171","ARCH-218","SP25","AY25","wildfires",13,"#3F7E44",1
"177","ARCH-220","SP25","AY25","architect",11,"#FD9D24",2
"173","ARCH-229","SP25","AY25","shelter",1,"#E5243B",1
"173","ARCH-229","SP25","AY25","housing",11,"#FD9D24",1
"179","ARCH-302B","SP25","AY25","housing",11,"#FD9D24",1
"179","ARCH-302B","SP25","AY25","architectural",11,"#FD9D24",1
"186","ARCH-303","SP25","AY25","urban",11,"#FD9D24",1
"180","ARCH-305B","SP25","AY25","building science",11,"#FD9D24",1
"176","ARCH-307","SP25","AY25","architecture",11,"#FD9D24",2
"176","ARCH-307","SP25","AY25","sustainable design",11,"#FD9D24",1
"176","ARCH-307","SP25","AY25","sustainable design",9,"#FD6925",1
"181","ARCH-315","SP25","AY25",NA,NA,NA,NA
"187","ARCH-402B","SP25","AY25","architectural",11,"#FD9D24",1
"188","ARCH-404","SP25","AY25","cultural",10,"#DD1367",1
"188","ARCH-404","SP25","AY25","architecture",11,"#FD9D24",2
"189","ARCH-405B","SP25","AY25","building science",11,"#FD9D24",1
"201","ARCH-406","SP25","AY25","architecture",11,"#FD9D24",1
"201","ARCH-406","SP25","AY25","urbanism",11,"#FD9D24",1
"191","ARCH-411","SP25","AY25","architectural",11,"#FD9D24",2
"208","ARCH-414","SP25","AY25","architecture",11,"#FD9D24",2
"208","ARCH-414","SP25","AY25","urbanism",11,"#FD9D24",1
"209","ARCH-414","SP25","AY25","slums",1,"#E5243B",1
"209","ARCH-414","SP25","AY25","city",11,"#FD9D24",1
"209","ARCH-414","SP25","AY25","architecture",11,"#FD9D24",2
"209","ARCH-414","SP25","AY25","slums",11,"#FD9D24",1
"209","ARCH-414","SP25","AY25","urbanism",11,"#FD9D24",1
"210","ARCH-414","SP25","AY25","city",11,"#FD9D24",1
"210","ARCH-414","SP25","AY25","urbanism",11,"#FD9D24",1
"210","ARCH-414","SP25","AY25","architecture",11,"#FD9D24",2
"223","ARCH-418","SP25","AY25","architecture",11,"#FD9D24",1
"192","ARCH-421","SP25","AY25","built environment",11,"#FD9D24",1
"192","ARCH-421","SP25","AY25","architectural",11,"#FD9D24",1
"197","ARCH-422","SP25","AY25","architectural",11,"#FD9D24",2
"207","ARCH-432","SP25","AY25","architecture",11,"#FD9D24",2
"207","ARCH-432","SP25","AY25","places and culture",11,"#FD9D24",1
"205","ARCH-454","SP25","AY25","architecture",11,"#FD9D24",2
"222","ARCH-464","SP25","AY25","politics",16,"#00689D",1
"222","ARCH-464","SP25","AY25","political",16,"#00689D",1
"222","ARCH-464","SP25","AY25","infrastructures",9,"#FD6925",2
"231","ARCH-472","SP25","AY25","habitat",14,"#0A97D9",1
"231","ARCH-472","SP25","AY25","sustainable buildings",11,"#FD9D24",1
"231","ARCH-472","SP25","AY25","habitat",15,"#56C02B",1
"231","ARCH-472","SP25","AY25","skin",3,"#4C9F38",2
"231","ARCH-472","SP25","AY25","urban",11,"#FD9D24",1
"178","ARCH-480","SP25","AY25","architect",11,"#FD9D24",2
"238","ARCH-481","SP25","AY25","architecture",11,"#FD9D24",1
"200","ARCH-502A","SP25","AY25","architectural",11,"#FD9D24",3
"199","ARCH-502Z","SP25","AY25","architectural",11,"#FD9D24",3
"202","ARCH-505B","SP25","AY25","architectural",11,"#FD9D24",1
"202","ARCH-505B","SP25","AY25","architecture",11,"#FD9D24",2
"203","ARCH-507","SP25","AY25","architectural",11,"#FD9D24",1
"230","ARCH-512","SP25","AY25","fabrication",9,"#FD6925",1
"230","ARCH-512","SP25","AY25","modern building",11,"#FD9D24",1
"230","ARCH-512","SP25","AY25","building science",11,"#FD9D24",1
"162","ARCH-514A","SP25","AY25","political",16,"#00689D",1
"162","ARCH-514A","SP25","AY25","cultural",10,"#DD1367",1
"162","ARCH-514A","SP25","AY25","architecture",11,"#FD9D24",2
"163","ARCH-514B","SP25","AY25","cultural",10,"#DD1367",1
"163","ARCH-514B","SP25","AY25","architecture",11,"#FD9D24",2
"163","ARCH-514B","SP25","AY25","political",16,"#00689D",1
"232","ARCH-519","SP25","AY25","sustainability",7,"#FCC30B",2
"232","ARCH-519","SP25","AY25","infrastructures",9,"#FD6925",2
"232","ARCH-519","SP25","AY25","sustainability",4,"#C5192D",2
"232","ARCH-519","SP25","AY25","urban",11,"#FD9D24",3
"232","ARCH-519","SP25","AY25","sustainability",9,"#FD6925",2
"232","ARCH-519","SP25","AY25","landscapes",15,"#56C02B",2
"232","ARCH-519","SP25","AY25","sustainability",13,"#3F7E44",2
"232","ARCH-519","SP25","AY25","sustainability",16,"#00689D",2
"232","ARCH-519","SP25","AY25","sustainability",10,"#DD1367",2
"232","ARCH-519","SP25","AY25","sustainability",2,"#DDA63A",2
"232","ARCH-519","SP25","AY25","sustainability",6,"#26BDE2",2
"232","ARCH-519","SP25","AY25","sustainability",11,"#FD9D24",2
"232","ARCH-519","SP25","AY25","sustainability",1,"#E5243B",2
"232","ARCH-519","SP25","AY25","sustainability",15,"#56C02B",2
"232","ARCH-519","SP25","AY25","sustainability",8,"#A21942",2
"232","ARCH-519","SP25","AY25","sustainability",5,"#FF3A21",2
"232","ARCH-519","SP25","AY25","sustainability",17,"#19486A",2
"232","ARCH-519","SP25","AY25","environmentally sound",12,"#BF8B2E",1
"232","ARCH-519","SP25","AY25","sustainability",3,"#4C9F38",2
"232","ARCH-519","SP25","AY25","sustainability",12,"#BF8B2E",2
"165","ARCH-520","SP25","AY25","aging",3,"#4C9F38",1
"165","ARCH-520","SP25","AY25","housing",11,"#FD9D24",2
"165","ARCH-520","SP25","AY25","cultural",10,"#DD1367",1
"165","ARCH-520","SP25","AY25","well being",3,"#4C9F38",1
"233","ARCH-523A","SP25","AY25","seismic",11,"#FD9D24",1
"233","ARCH-523A","SP25","AY25","structural design",9,"#FD6925",1
"233","ARCH-523A","SP25","AY25","building structures",11,"#FD9D24",1
"151","ARCH-523B","SP25","AY25","building structures",11,"#FD9D24",1
"151","ARCH-523B","SP25","AY25","seismic",11,"#FD9D24",1
"151","ARCH-523B","SP25","AY25","structural design",9,"#FD6925",1
"204","ARCH-524","SP25","AY25","architecture",11,"#FD9D24",1
"234","ARCH-525","SP25","AY25","architect",11,"#FD9D24",1
"234","ARCH-525","SP25","AY25","ethics",10,"#DD1367",1
"154","ARCH-526","SP25","AY25","architect",11,"#FD9D24",1
"154","ARCH-526","SP25","AY25","ethics",10,"#DD1367",1
"154","ARCH-526","SP25","AY25","legal",16,"#00689D",1
"235","ARCH-527","SP25","AY25","housing",11,"#FD9D24",3
"235","ARCH-527","SP25","AY25","urban",11,"#FD9D24",1
"235","ARCH-527","SP25","AY25","real estate",11,"#FD9D24",1
"236","ARCH-529","SP25","AY25","architectural",11,"#FD9D24",1
"236","ARCH-529","SP25","AY25","housing",11,"#FD9D24",4
"236","ARCH-529","SP25","AY25","innovations",9,"#FD6925",1
"236","ARCH-529","SP25","AY25","urban",11,"#FD9D24",2
"211","ARCH-530","SP25","AY25","architecture",11,"#FD9D24",2
"211","ARCH-530","SP25","AY25","ethics",10,"#DD1367",1
"175","ARCH-531","SP25","AY25","urban",11,"#FD9D24",1
"175","ARCH-531","SP25","AY25","human settlement",11,"#FD9D24",1
"167","ARCH-534","SP25","AY25","stormwater",6,"#26BDE2",1
"167","ARCH-534","SP25","AY25","architecture",11,"#FD9D24",1
"167","ARCH-534","SP25","AY25","design and construction",11,"#FD9D24",1
"206","ARCH-535","SP25","AY25","architecture",11,"#FD9D24",1
"206","ARCH-535","SP25","AY25","infrastructure",9,"#FD6925",1
"206","ARCH-535","SP25","AY25","seeds",2,"#DDA63A",1
"206","ARCH-535","SP25","AY25","weather",11,"#FD9D24",1
"174","ARCH-537","SP25","AY25","native plant",15,"#56C02B",1
"155","ARCH-541B","SP25","AY25","architecture",11,"#FD9D24",1
"155","ARCH-541B","SP25","AY25","urban",11,"#FD9D24",1
"212","ARCH-542B","SP25","AY25","architecture",11,"#FD9D24",1
"166","ARCH-545","SP25","AY25","cities",11,"#FD9D24",1
"166","ARCH-545","SP25","AY25","architecture",11,"#FD9D24",2
"169","ARCH-547","SP25","AY25","biodiversity",14,"#0A97D9",1
"169","ARCH-547","SP25","AY25","sea",14,"#0A97D9",1
"169","ARCH-547","SP25","AY25","urban",11,"#FD9D24",3
"169","ARCH-547","SP25","AY25","forestry",15,"#56C02B",1
"169","ARCH-547","SP25","AY25","biodiversity",15,"#56C02B",1
"169","ARCH-547","SP25","AY25","sea level rise",13,"#3F7E44",1
"170","ARCH-548","SP25","AY25","architecture",11,"#FD9D24",2
"156","ARCH-550","SP25","AY25","sustainability",4,"#C5192D",1
"156","ARCH-550","SP25","AY25","sustainability",15,"#56C02B",1
"156","ARCH-550","SP25","AY25","sustainability",1,"#E5243B",1
"156","ARCH-550","SP25","AY25","sustainability",8,"#A21942",1
"156","ARCH-550","SP25","AY25","sustainability",2,"#DDA63A",1
"156","ARCH-550","SP25","AY25","sustainability",5,"#FF3A21",1
"156","ARCH-550","SP25","AY25","real estate",11,"#FD9D24",1
"156","ARCH-550","SP25","AY25","sustainability",13,"#3F7E44",1
"156","ARCH-550","SP25","AY25","sustainability",16,"#00689D",1
"156","ARCH-550","SP25","AY25","sustainability",6,"#26BDE2",1
"156","ARCH-550","SP25","AY25","policy",16,"#00689D",2
"156","ARCH-550","SP25","AY25","advocacy",10,"#DD1367",1
"156","ARCH-550","SP25","AY25","sustainability",9,"#FD6925",1
"156","ARCH-550","SP25","AY25","sustainability",7,"#FCC30B",1
"156","ARCH-550","SP25","AY25","sustainability",10,"#DD1367",1
"156","ARCH-550","SP25","AY25","heritage",11,"#FD9D24",2
"156","ARCH-550","SP25","AY25","political",16,"#00689D",1
"156","ARCH-550","SP25","AY25","sustainability",12,"#BF8B2E",1
"156","ARCH-550","SP25","AY25","sustainability",17,"#19486A",1
"156","ARCH-550","SP25","AY25","advocacy",16,"#00689D",1
"156","ARCH-550","SP25","AY25","cultural",10,"#DD1367",2
"156","ARCH-550","SP25","AY25","sustainability",11,"#FD9D24",1
"156","ARCH-550","SP25","AY25","sustainability",3,"#4C9F38",1
"213","ARCH-551","SP25","AY25","material properties",9,"#FD6925",1
"213","ARCH-551","SP25","AY25","forensics",16,"#00689D",1
"194","ARCH-554","SP25","AY25","heritage",11,"#FD9D24",2
"194","ARCH-554","SP25","AY25","built environment",11,"#FD9D24",1
"193","ARCH-555","SP25","AY25","heritage",11,"#FD9D24",2
"196","ARCH-556","SP25","AY25","heritage",11,"#FD9D24",2
"164","ARCH-559","SP25","AY25","legal",16,"#00689D",1
"164","ARCH-559","SP25","AY25","cultural",10,"#DD1367",2
"160","ARCH-561","SP25","AY25","sustainability",13,"#3F7E44",1
"160","ARCH-561","SP25","AY25","sustainability",17,"#19486A",1
"160","ARCH-561","SP25","AY25","sustainability",8,"#A21942",1
"160","ARCH-561","SP25","AY25","sustainability",7,"#FCC30B",1
"160","ARCH-561","SP25","AY25","globalization",8,"#A21942",1
"160","ARCH-561","SP25","AY25","sustainability",1,"#E5243B",1
"160","ARCH-561","SP25","AY25","sustainability",5,"#FF3A21",1
"160","ARCH-561","SP25","AY25","sustainability",15,"#56C02B",1
"160","ARCH-561","SP25","AY25","sustainability",9,"#FD6925",1
"160","ARCH-561","SP25","AY25","sustainability",11,"#FD9D24",1
"160","ARCH-561","SP25","AY25","sustainability",2,"#DDA63A",1
"160","ARCH-561","SP25","AY25","sustainability",4,"#C5192D",1
"160","ARCH-561","SP25","AY25","sustainability",16,"#00689D",1
"160","ARCH-561","SP25","AY25","city",11,"#FD9D24",1
"160","ARCH-561","SP25","AY25","urbanism",11,"#FD9D24",2
"160","ARCH-561","SP25","AY25","sustainability",3,"#4C9F38",1
"160","ARCH-561","SP25","AY25","sustainability",6,"#26BDE2",1
"160","ARCH-561","SP25","AY25","sustainability",10,"#DD1367",1
"160","ARCH-561","SP25","AY25","sustainability",12,"#BF8B2E",1
"157","ARCH-563","SP25","AY25","architectural",11,"#FD9D24",1
"157","ARCH-563","SP25","AY25","built environment",11,"#FD9D24",1
"219","ARCH-566","SP25","AY25","cultural",10,"#DD1367",1
"219","ARCH-566","SP25","AY25","architecture",11,"#FD9D24",2
"218","ARCH-569","SP25","AY25","garden",2,"#DDA63A",1
"237","ARCH-571","SP25","AY25","cultural",10,"#DD1367",1
"185","ARCH-573","SP25","AY25","sustainability",4,"#C5192D",1
"185","ARCH-573","SP25","AY25","sustainability",2,"#DDA63A",1
"185","ARCH-573","SP25","AY25","sustainability",8,"#A21942",1
"185","ARCH-573","SP25","AY25","sustainability",12,"#BF8B2E",1
"185","ARCH-573","SP25","AY25","sustainability",6,"#26BDE2",1
"185","ARCH-573","SP25","AY25","sustainability",11,"#FD9D24",1
"185","ARCH-573","SP25","AY25","sustainability",1,"#E5243B",1
"185","ARCH-573","SP25","AY25","sustainability",13,"#3F7E44",1
"185","ARCH-573","SP25","AY25","sustainability",7,"#FCC30B",1
"185","ARCH-573","SP25","AY25","sustainability",17,"#19486A",1
"185","ARCH-573","SP25","AY25","sustainability",9,"#FD6925",1
"185","ARCH-573","SP25","AY25","sustainability",5,"#FF3A21",1
"185","ARCH-573","SP25","AY25","architecture",11,"#FD9D24",1
"185","ARCH-573","SP25","AY25","sustainability",10,"#DD1367",1
"185","ARCH-573","SP25","AY25","sustainability",15,"#56C02B",1
"185","ARCH-573","SP25","AY25","sustainability",3,"#4C9F38",1
"185","ARCH-573","SP25","AY25","seismicity",11,"#FD9D24",1
"185","ARCH-573","SP25","AY25","seismic",11,"#FD9D24",3
"185","ARCH-573","SP25","AY25","sustainability",16,"#00689D",1
"185","ARCH-573","SP25","AY25","earthquake",11,"#FD9D24",1
"184","ARCH-574","SP25","AY25","built environment",11,"#FD9D24",1
"184","ARCH-574","SP25","AY25","fabrication",9,"#FD6925",1
"182","ARCH-575B","SP25","AY25","architecture",11,"#FD9D24",1
"182","ARCH-575B","SP25","AY25","built environment",11,"#FD9D24",1
"183","ARCH-576","SP25","AY25","building design",11,"#FD9D24",1
"183","ARCH-576","SP25","AY25","sustainable design",11,"#FD9D24",1
"183","ARCH-576","SP25","AY25","environmental quality",6,"#26BDE2",1
"183","ARCH-576","SP25","AY25","environmental quality",15,"#56C02B",1
"183","ARCH-576","SP25","AY25","sustainable design",9,"#FD6925",1
"183","ARCH-576","SP25","AY25","environmental health",15,"#56C02B",1
"195","ARCH-577","SP25","AY25","architectural",11,"#FD9D24",1
"214","ARCH-581","SP25","AY25","architecture",11,"#FD9D24",1
"214","ARCH-581","SP25","AY25","fabrication",9,"#FD6925",2
"221","ARCH-585","SP25","AY25","entrepreneurship",8,"#A21942",1
"221","ARCH-585","SP25","AY25","entrepreneurship",9,"#FD6925",1
"239","ARCH-586","SP25","AY25","city",11,"#FD9D24",1
"239","ARCH-586","SP25","AY25","urban",11,"#FD9D24",2
"190","ARCH-605B","SP25","AY25","architecture",11,"#FD9D24",2
"190","ARCH-605B","SP25","AY25","building design",11,"#FD9D24",1
"215","ARCH-607","SP25","AY25","geospatial",15,"#56C02B",1
"217","ARCH-608","SP25","AY25","city",11,"#FD9D24",1
